Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Plane colors,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Seat comfort,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,41,Business travel,Eco,801,1,3,5,5,5,1,3,5,2,2,2,2,3,11,,satisfied
Female,Loyal Customer,66,Business travel,Business,2472,1,2,2,2,2,5,3,5,5,5,2,5,4,0,0,satisfied
Female,Loyal Customer,36,Business travel,Eco,1136,3,2,5,2,5,1,2,1,2,3,2,3,2,40,28,neutral or dissatisfied
Female,disloyal Customer,34,Business travel,Eco,1105,3,5,5,5,3,3,5,3,2,5,4,5,3,0,0,satisfied
Female,Loyal Customer,48,Personal Travel,Eco,2762,3,5,5,5,3,2,4,2,5,5,2,3,2,0,16,satisfied
Male,Loyal Customer,34,Personal Travel,Business,2075,2,3,2,3,2,5,2,4,3,5,1,5,3,0,8,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,158,3,1,4,4,4,4,3,1,1,1,3,1,2,0,0,neutral or dissatisfied
Female,Loyal Customer,47,Business travel,Business,1995,2,5,5,2,5,5,4,5,5,5,3,5,4,39,26,satisfied
Male,disloyal Customer,23,Business travel,Eco,343,2,1,3,1,4,5,3,4,1,3,1,3,5,11,10,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Unknown,106,1,4,1,1,1,4,4,4,3,3,5,5,4,3,0,satisfied
Female,Loyal Customer,54,Business travel,Business,2552,2,2,2,2,5,2,4,2,5,5,4,3,4,0,0,satisfied
Female,Loyal Customer,35,Business travel,Eco Plus,587,3,4,2,2,2,4,4,3,4,3,1,1,4,0,0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Eco,157,3,5,4,1,1,5,5,3,1,4,4,4,5,0,0,satisfied
Male,Loyal Customer,74,Business travel,Unknown,3525,1,2,2,4,2,4,4,4,,4,1,3,1,21,27,satisfied
Male,Loyal Customer,13,Business travel,Business,862,1,3,4,3,3,4,4,2,4,1,4,4,4,0,0,satisfied
Female,Loyal Customer,47,Business travel,Eco,964,2,3,5,3,5,1,2,5,1,4,4,4,1,1,0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,190,1,2,3,3,5,1,3,3,3,3,1,3,3,0,0,neutral or dissatisfied
Male,disloyal Customer,35,Business travel,Business,1136,1,1,2,2,2,3,3,4,,3,1,3,3,37,39,neutral or dissatisfied
Male,Loyal Customer,16,Personal Travel,Eco,134,1,2,5,0,4,3,3,1,3,3,4,4,3,0,0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1884,3,3,3,5,2,5,5,4,,4,3,1,5,14,33,satisfied
Female,Loyal Customer,17,Personal Travel,Eco,399,1,2,5,2,4,4,4,5,3,4,2,4,4,0,0,neutral or dissatisfied
Female,Loyal Customer,18,Business travel,Unknown,3711,3,2,2,2,2,4,4,3,4,4,1,2,4,0,0,satisfied
Male,Loyal Customer,53,Business travel,Unknown,226,1,0,4,3,3,4,5,4,4,2,5,2,5,5,0,satisfied
Male,disloyal Customer,28,Business travel,Eco,1226,1,3,3,3,4,3,3,3,5,5,4,4,3,15,17,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,323,2,3,3,4,3,1,1,2,5,5,4,5,4,0,0,satisfied
Male,Loyal Customer,12,Personal Travel,Eco,721,1,1,5,3,4,1,2,3,,3,2,3,1,0,,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,2329,1,1,1,1,1,5,4,4,4,4,4,4,5,12,0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco,1099,1,3,2,3,3,3,1,4,,3,4,4,1,0,3,neutral or dissatisfied
Male,Loyal Customer,19,Business travel,Eco,297,1,1,1,3,1,2,2,2,,3,3,3,2,6,7,neutral or dissatisfied
Male,Loyal Customer,50,Business travel,Business,3836,1,3,5,5,5,3,3,3,,4,3,2,2,0,6,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,2586,1,4,4,5,4,5,1,5,2,3,4,5,5,0,1,satisfied
Female,Loyal Customer,62,Business travel,Business,3247,2,3,4,3,2,3,2,3,3,3,2,3,1,0,26,neutral or dissatisfied
Male,Loyal Customer,75,Business travel,Eco,967,3,4,1,1,4,2,4,1,5,3,4,2,4,23,6,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Unknown,3629,2,2,2,2,2,3,3,3,4,4,1,4,4,0,0,satisfied
Female,disloyal Customer,36,Business travel,Eco,581,3,1,1,0,3,3,3,5,3,3,4,2,3,18,8,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Eco,214,1,1,3,2,4,2,2,5,,2,1,5,4,0,11,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,119,2,3,3,3,3,2,4,1,4,3,1,4,2,0,0,satisfied
Female,Loyal Customer,9,Business travel,Business,2454,2,4,2,5,2,2,4,5,,3,3,4,4,10,0,neutral or dissatisfied
Female,Loyal Customer,65,Personal Travel,Unknown,270,1,4,5,4,1,1,5,5,4,5,3,5,1,0,0,neutral or dissatisfied
Female,Loyal Customer,57,Personal Travel,Eco,265,3,3,5,3,1,4,1,5,3,3,2,5,5,0,0,neutral or dissatisfied
Female,disloyal Customer,18,Business travel,Eco,913,2,2,2,2,2,1,3,5,,3,5,4,3,41,87,neutral or dissatisfied
Male,Loyal Customer,79,Business travel,Business,1189,2,2,1,1,1,5,3,2,2,4,3,2,2,0,7,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,3045,3,2,2,2,2,4,3,5,4,5,4,5,4,0,0,satisfied
Female,Loyal Customer,65,Personal Travel,Eco,500,3,5,1,5,3,2,5,5,,5,4,5,4,13,2,satisfied
Female,Loyal Customer,24,Business travel,Eco,2841,1,4,5,5,5,4,4,1,1,4,4,3,4,0,0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Unknown,1386,2,4,5,4,4,2,2,3,2,5,4,5,2,4,0,neutral or dissatisfied
Male,disloyal Customer,72,Business travel,Eco,1416,3,1,1,4,3,1,4,3,1,3,3,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Eco,248,3,2,5,3,2,1,2,2,4,4,1,4,2,15,10,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,1306,3,4,5,3,3,2,2,5,1,3,4,5,2,88,115,satisfied
Female,Loyal Customer,48,Business travel,Eco,554,2,1,1,1,1,3,2,1,1,1,1,1,4,0,0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,483,2,1,1,5,1,2,1,5,2,1,1,2,5,0,0,satisfied
Female,disloyal Customer,40,Business travel,Business,925,2,4,4,4,1,5,5,2,,4,4,4,5,0,0,satisfied
Male,Loyal Customer,75,Business travel,Eco,1598,2,2,2,2,2,5,1,5,5,5,2,5,5,0,0,satisfied
Male,Loyal Customer,23,Business travel,Business,2475,1,5,5,5,5,1,4,1,4,5,2,3,4,0,31,satisfied
Male,Loyal Customer,46,Business travel,Business,2111,1,0,4,1,1,4,3,4,4,4,5,4,4,0,0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,814,3,4,1,4,2,1,1,3,,1,4,1,1,0,0,neutral or dissatisfied
Male,Loyal Customer,66,Business travel,Unknown,190,1,5,4,0,5,3,2,3,3,3,1,3,1,0,0,satisfied
Female,disloyal Customer,45,Personal Travel,Eco,737,1,5,2,5,3,2,4,2,5,4,4,4,2,0,0,satisfied
Female,Loyal Customer,15,Personal Travel,Eco,2586,2,2,5,2,1,2,2,5,4,5,4,4,1,0,22,neutral or dissatisfied
Female,Loyal Customer,44,Personal Travel,Eco,323,3,0,1,0,4,3,5,5,4,4,4,5,3,0,0,satisfied
Male,Loyal Customer,23,Business travel,Business,3390,1,4,4,3,4,4,4,5,,5,5,5,4,0,19,satisfied
Female,Loyal Customer,12,Business travel,Eco,3468,1,2,2,1,2,2,2,1,,1,5,1,2,0,11,satisfied
Male,Loyal Customer,38,Personal Travel,Unknown,645,3,2,2,2,1,4,3,1,1,1,3,2,4,37,,neutral or dissatisfied
Male,Loyal Customer,43,Personal Travel,Eco,453,2,2,5,2,1,5,4,5,,3,4,3,3,0,0,neutral or dissatisfied
Female,disloyal Customer,31,Business travel,Eco Plus,888,1,3,4,3,4,2,2,4,3,3,4,3,1,8,26,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,2584,1,4,4,2,4,3,4,5,,5,4,5,3,96,73,satisfied
Male,Loyal Customer,49,Business travel,Unknown,1807,1,1,4,4,4,4,3,4,4,4,4,4,5,0,0,satisfied
Male,Loyal Customer,76,Business travel,Unknown,2817,1,5,5,5,5,2,4,5,5,5,3,5,5,0,0,satisfied
Female,Loyal Customer,13,Personal Travel,Eco,668,1,3,5,1,4,3,3,3,2,5,3,5,3,0,0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco,120,1,0,5,0,3,3,3,5,3,3,5,3,3,0,0,satisfied
Female,Loyal Customer,77,Business travel,Business,1543,2,4,4,4,2,3,1,5,4,4,2,4,4,0,0,satisfied
Female,Loyal Customer,46,Business travel,Business,2485,2,2,2,2,2,4,5,5,5,5,5,5,5,0,,satisfied
Female,Loyal Customer,47,Business travel,Business,1945,1,4,4,4,4,2,4,5,1,5,4,5,5,0,0,satisfied
Male,disloyal Customer,49,Business travel,Business,1192,2,2,5,1,2,5,1,4,1,4,4,4,5,17,33,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,2197,3,3,5,4,5,5,4,3,3,3,1,3,1,0,31,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco,1020,3,2,3,2,4,4,3,3,,1,1,4,4,27,4,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,1552,1,1,1,1,1,2,4,5,,5,3,5,4,36,31,satisfied
Female,Loyal Customer,50,Personal Travel,Eco Plus,1587,3,2,3,4,5,1,4,2,3,1,1,2,2,0,0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Eco,262,3,3,5,3,3,1,1,4,1,2,1,5,1,0,0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,1028,3,3,1,3,4,3,2,3,2,5,5,4,5,15,5,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,689,2,3,3,3,2,5,5,3,5,2,1,3,5,0,0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Eco,146,3,5,3,5,3,1,3,1,,5,1,4,5,45,41,satisfied
Female,Loyal Customer,57,Business travel,Business,2125,1,1,4,1,1,4,1,4,4,4,3,4,3,14,0,satisfied
Male,Loyal Customer,46,Business travel,Business,3860,2,3,3,3,3,3,4,3,,4,5,4,3,23,12,satisfied
Female,Loyal Customer,59,Business travel,Business,1898,2,4,1,1,1,5,3,4,4,4,4,5,2,37,28,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,3982,2,1,1,4,1,5,5,4,1,1,3,3,5,0,0,satisfied
Male,Loyal Customer,55,Business travel,Business,2388,1,4,1,1,1,2,5,4,,4,3,1,4,0,0,neutral or dissatisfied
Male,disloyal Customer,21,Business travel,Eco,393,2,3,0,4,4,2,4,3,,4,5,4,2,1,0,neutral or dissatisfied
Female,Loyal Customer,13,Personal Travel,Eco,308,1,0,4,0,3,4,1,3,1,2,3,3,4,0,0,satisfied
Female,Loyal Customer,65,Business travel,Eco,89,3,5,2,2,2,1,5,4,,3,3,3,3,110,99,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco Plus,590,3,3,3,1,4,2,3,4,4,4,1,4,3,30,63,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Business,372,2,5,4,5,4,4,5,1,3,1,4,1,4,0,0,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,667,1,3,1,2,4,2,3,1,,1,5,5,3,189,178,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,236,2,1,1,1,1,3,4,3,5,1,5,5,5,0,0,satisfied
Male,Loyal Customer,30,Business travel,Unknown,2835,1,2,2,2,4,1,4,4,,5,5,4,5,16,22,satisfied
Male,Loyal Customer,21,Personal Travel,Eco,888,1,4,1,4,1,4,4,1,3,3,5,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,721,2,2,3,2,4,1,1,1,,2,4,4,1,0,0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,185,3,5,4,3,5,2,2,1,3,5,3,5,2,0,0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,287,1,2,4,2,1,4,4,4,,5,3,5,4,100,84,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,3011,2,0,1,1,3,2,3,2,1,1,4,3,5,28,25,satisfied
Male,Loyal Customer,27,Business travel,Unknown,2487,3,2,2,2,4,5,5,3,3,4,4,4,5,24,,satisfied
Female,Loyal Customer,44,Business travel,Business,2454,2,2,2,2,2,4,2,4,3,4,4,4,4,0,0,satisfied
Male,Loyal Customer,20,Personal Travel,Eco,929,3,4,3,4,4,2,2,4,5,4,1,3,2,0,2,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Eco,925,2,1,3,0,4,1,5,3,,4,5,5,3,27,,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Eco,1005,2,4,4,4,2,2,4,5,5,5,3,3,4,23,30,neutral or dissatisfied
Female,Loyal Customer,26,Personal Travel,Eco,508,3,3,5,3,5,3,1,4,,4,3,1,2,27,40,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Unknown,2130,1,2,3,3,3,4,1,4,2,2,4,2,2,14,27,neutral or dissatisfied
Female,Loyal Customer,28,Business travel,Unknown,3188,1,5,5,5,5,5,5,2,,5,5,4,5,0,0,satisfied
Female,Loyal Customer,8,Business travel,Business,888,1,4,1,1,1,4,4,1,5,4,2,3,4,0,0,neutral or dissatisfied
Female,Loyal Customer,42,Business travel,Eco,261,1,1,2,1,5,3,3,1,4,1,3,1,1,0,0,neutral or dissatisfied
Male,disloyal Customer,33,Business travel,Unknown,329,2,3,4,3,4,3,1,1,4,5,5,5,3,0,0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,3268,3,3,3,3,4,4,4,4,4,4,4,1,4,9,0,satisfied
Male,Loyal Customer,56,Personal Travel,Eco,106,2,1,4,1,3,1,2,5,,5,4,5,2,27,25,neutral or dissatisfied
Male,Loyal Customer,47,Business travel,Eco,2278,3,5,2,5,5,5,4,5,,5,4,5,3,11,,satisfied
Female,disloyal Customer,39,Business travel,Eco,937,1,1,1,1,3,4,5,3,3,3,4,3,3,0,0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Eco,1379,2,4,3,4,4,3,5,5,,5,4,5,3,2,0,satisfied
Female,Loyal Customer,67,Personal Travel,Eco Plus,920,3,4,3,4,2,2,3,2,4,5,3,2,3,0,0,satisfied
Male,Loyal Customer,37,Business travel,Eco Plus,251,1,3,4,5,4,3,3,4,4,4,3,4,3,0,1,neutral or dissatisfied
Female,Loyal Customer,63,Personal Travel,Eco,473,3,4,4,4,2,5,5,5,,1,4,1,4,0,0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Eco,925,3,2,2,2,4,4,4,4,4,5,1,3,4,9,0,neutral or dissatisfied
Female,disloyal Customer,77,Business travel,Business,587,1,3,3,5,3,5,5,4,5,4,3,4,5,16,20,neutral or dissatisfied
Female,Loyal Customer,76,Business travel,Eco,712,1,2,3,3,3,2,3,2,4,2,4,2,2,0,0,neutral or dissatisfied
Male,Loyal Customer,62,Business travel,Business,261,2,1,3,5,5,5,3,1,1,1,2,5,2,0,,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Eco,2038,1,5,5,5,5,5,5,2,3,2,4,2,4,0,16,satisfied
Female,disloyal Customer,80,Business travel,Eco,2106,3,4,4,4,2,5,5,4,5,5,5,5,5,28,32,satisfied
Male,Loyal Customer,25,Business travel,Business,628,3,1,4,5,4,1,5,4,,3,2,4,1,17,52,neutral or dissatisfied
Male,Loyal Customer,12,Personal Travel,Unknown,1034,2,5,5,5,3,2,3,4,4,4,4,5,2,0,0,satisfied
Female,disloyal Customer,22,Business travel,Business,291,3,2,2,1,4,5,2,1,3,4,2,3,5,0,0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Eco Plus,205,2,2,4,4,4,2,2,4,3,3,2,4,2,0,58,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,164,2,2,5,2,4,5,5,3,2,4,3,4,5,0,0,neutral or dissatisfied
Female,Loyal Customer,70,Personal Travel,Eco Plus,637,2,5,1,4,2,3,4,4,4,4,5,4,4,42,54,neutral or dissatisfied
Female,Loyal Customer,29,Personal Travel,Eco,712,2,2,5,3,4,3,5,4,2,4,3,3,4,0,7,neutral or dissatisfied
Female,disloyal Customer,22,Business travel,Business,937,1,0,5,4,1,5,5,5,4,3,5,2,5,5,12,satisfied
Male,Loyal Customer,28,Personal Travel,Unknown,1666,1,3,3,3,3,1,3,4,4,4,1,2,3,92,122,neutral or dissatisfied
Male,Loyal Customer,11,Business travel,Business,697,1,4,2,2,2,2,4,2,3,3,3,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,25,Personal Travel,Eco,997,3,1,3,1,2,3,5,2,4,3,3,3,3,7,0,neutral or dissatisfied
Male,Loyal Customer,24,Business travel,Eco,547,2,4,3,1,1,3,2,4,5,1,3,3,4,0,0,neutral or dissatisfied
Female,Loyal Customer,11,Business travel,Eco Plus,1547,2,1,5,5,5,5,1,2,3,3,2,3,1,0,0,neutral or dissatisfied
Female,Loyal Customer,46,Business travel,Unknown,550,2,4,3,4,4,5,5,5,4,3,4,3,5,0,0,satisfied
Male,Loyal Customer,12,Business travel,Business,1935,2,3,3,3,3,5,4,1,5,5,4,5,4,4,0,satisfied
Female,disloyal Customer,49,Business travel,Eco,728,2,2,2,2,1,5,5,3,4,4,4,4,5,0,0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Business,370,1,1,1,1,3,1,1,4,2,4,4,5,1,0,0,neutral or dissatisfied
Female,Loyal Customer,60,Personal Travel,Eco,2075,2,2,2,2,3,3,4,1,,4,5,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,2227,2,3,4,4,4,4,4,5,5,3,2,3,3,0,0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,2614,3,2,2,2,2,2,5,4,5,3,1,4,3,0,0,satisfied
Female,disloyal Customer,16,Business travel,Eco,331,2,4,4,4,3,2,2,5,,5,4,5,2,0,0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Eco,2486,2,5,3,5,5,3,5,5,4,5,5,1,5,0,35,satisfied
Female,Loyal Customer,46,Business travel,Business,1444,3,2,2,2,2,1,4,2,5,5,5,5,5,11,0,satisfied
Female,Loyal Customer,56,Business travel,Business,2835,3,1,2,1,1,4,2,4,,4,2,5,3,19,16,satisfied
Male,Loyal Customer,17,Personal Travel,Eco,737,1,2,1,2,3,3,3,3,3,3,3,1,3,0,0,neutral or dissatisfied
Female,Loyal Customer,41,Personal Travel,Eco,391,3,3,2,5,4,5,5,4,,1,2,2,5,0,0,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Eco,634,3,3,3,3,4,2,2,1,,2,3,4,2,0,0,neutral or dissatisfied
Female,Loyal Customer,55,Personal Travel,Eco Plus,857,1,1,1,4,5,2,4,2,5,2,2,2,3,9,17,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Eco Plus,1744,1,2,3,3,5,2,2,3,3,1,3,1,2,1,12,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,751,3,4,2,2,2,3,2,4,4,4,2,4,1,4,7,satisfied
Male,Loyal Customer,37,Business travel,Eco Plus,277,2,4,3,4,5,4,4,4,2,3,1,5,4,0,0,satisfied
Female,Loyal Customer,43,Personal Travel,Eco,802,1,3,4,3,4,1,2,5,3,5,1,5,3,21,,neutral or dissatisfied
Male,Loyal Customer,60,Personal Travel,Eco Plus,308,1,3,5,3,2,2,5,3,3,5,4,4,2,30,20,neutral or dissatisfied
Male,Loyal Customer,31,Business travel,Business,2572,3,2,2,2,2,3,2,2,2,4,4,4,3,19,,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,3124,1,2,2,2,2,5,5,3,5,4,3,5,5,139,134,satisfied
Female,Loyal Customer,59,Business travel,Unknown,1562,2,3,3,3,3,5,4,1,,5,4,4,4,2,0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,489,1,1,5,1,3,4,4,1,2,4,2,3,4,79,62,neutral or dissatisfied
Female,Loyal Customer,31,Personal Travel,Eco,488,2,3,1,2,3,4,4,4,5,5,5,4,4,0,0,neutral or dissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,653,1,3,5,3,3,2,2,4,,5,5,4,2,49,44,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Unknown,763,1,2,4,2,5,3,5,5,3,1,5,4,3,13,18,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Eco,84,2,5,2,2,4,5,5,3,,2,2,2,5,0,0,satisfied
Male,Loyal Customer,26,Personal Travel,Eco,967,3,3,5,4,3,5,4,4,2,5,4,5,3,9,0,neutral or dissatisfied
Female,disloyal Customer,13,Business travel,Eco,1096,1,3,3,5,4,3,4,2,4,3,1,3,3,0,4,neutral or dissatisfied
Female,Loyal Customer,37,Personal Travel,Eco,216,3,2,4,2,3,5,5,3,4,5,4,4,5,0,0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Eco Plus,313,2,5,4,5,4,2,2,1,,5,3,1,4,0,0,satisfied
Female,Loyal Customer,12,Business travel,Unknown,1751,3,4,5,4,4,4,1,3,4,3,3,3,5,13,15,satisfied
Female,disloyal Customer,21,Business travel,Eco,474,2,3,0,4,3,4,3,3,1,5,2,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,52,Personal Travel,Eco,1199,3,3,3,3,3,2,4,4,1,1,5,3,2,40,50,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco Plus,199,3,3,5,0,1,5,2,3,0,3,5,3,4,0,0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1641,2,1,1,5,4,4,1,5,5,5,1,5,4,0,0,satisfied
Female,Loyal Customer,47,Personal Travel,Business,925,1,2,5,2,2,1,2,5,2,5,3,5,4,13,0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Unknown,3755,1,1,2,3,4,5,2,1,1,1,4,1,1,32,23,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,271,2,3,4,5,3,2,4,3,,5,2,5,5,0,0,satisfied
Female,Loyal Customer,22,Personal Travel,Eco,594,1,0,4,0,3,2,2,4,2,3,3,4,2,7,59,satisfied
Female,disloyal Customer,57,Business travel,Business,277,3,2,2,2,2,1,1,4,,5,4,4,1,79,71,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Unknown,399,1,3,4,4,4,5,3,5,4,1,2,4,3,0,,satisfied
Male,Loyal Customer,21,Personal Travel,Unknown,397,2,3,1,5,2,1,1,3,,3,1,5,1,2,0,neutral or dissatisfied
Female,Loyal Customer,16,Business travel,Unknown,455,2,4,1,4,4,4,5,5,,5,4,5,4,0,0,satisfied
Female,disloyal Customer,26,Business travel,Unknown,481,1,3,0,2,3,4,4,4,,5,2,4,4,0,0,neutral or dissatisfied
Male,Loyal Customer,67,Business travel,Unknown,2649,1,4,4,4,1,2,5,2,,4,1,4,2,0,0,satisfied
Female,Loyal Customer,65,Business travel,Business,541,2,2,1,5,1,4,4,4,4,5,4,4,5,0,,satisfied
Female,Loyal Customer,14,Personal Travel,Eco Plus,697,2,3,4,5,3,4,4,5,4,4,4,5,4,0,0,neutral or dissatisfied
Female,disloyal Customer,30,Business travel,Eco Plus,484,1,2,2,2,5,2,1,2,5,1,2,3,1,0,0,neutral or dissatisfied
Male,disloyal Customer,61,Business travel,Eco,1416,2,1,4,2,1,3,3,4,5,3,1,1,3,0,0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,1091,2,2,1,3,2,1,2,1,,5,2,4,3,191,258,satisfied
Male,Loyal Customer,45,Business travel,Unknown,188,2,4,4,4,4,1,4,3,1,2,2,2,4,0,0,satisfied
Male,Loyal Customer,47,Business travel,Unknown,2994,3,2,2,2,2,2,2,5,4,4,2,4,2,0,0,satisfied
Male,disloyal Customer,26,Business travel,Eco,296,2,2,3,2,3,5,4,3,1,4,3,3,3,2,0,neutral or dissatisfied
Female,Loyal Customer,79,Business travel,Business,486,3,1,1,4,1,2,3,5,5,5,5,5,4,11,2,satisfied
Female,Loyal Customer,41,Personal Travel,Eco Plus,1379,2,2,5,2,3,4,4,1,,1,1,3,5,0,0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Unknown,1452,1,4,1,2,5,4,4,4,,5,3,1,4,0,0,satisfied
Female,Loyal Customer,52,Business travel,Business,446,1,3,3,3,3,1,4,5,,4,4,4,4,29,,satisfied
Male,Loyal Customer,15,Business travel,Unknown,621,2,2,2,2,2,3,4,1,,5,5,5,5,74,77,satisfied
Female,Loyal Customer,25,Business travel,Eco,1384,2,0,1,0,1,4,1,5,2,2,5,5,3,51,33,satisfied
Male,disloyal Customer,63,Business travel,Eco,193,3,3,4,3,1,1,1,4,2,5,4,2,4,27,24,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,2554,1,5,3,5,4,4,5,4,4,4,5,4,3,0,0,satisfied
Female,Loyal Customer,17,Business travel,Unknown,1981,1,4,5,4,4,3,3,5,,4,2,3,3,22,44,neutral or dissatisfied
Male,Loyal Customer,44,Business travel,Business,1091,3,4,1,4,4,5,4,5,3,3,4,3,4,0,0,satisfied
Female,Loyal Customer,44,Business travel,Business,449,2,5,5,5,5,4,5,4,,4,4,4,3,5,0,satisfied
Female,Loyal Customer,23,Business travel,Business,1189,1,3,3,5,3,4,5,3,5,5,3,5,4,0,7,satisfied
Male,Loyal Customer,31,Business travel,Eco,302,2,1,4,5,5,4,1,3,5,3,5,3,1,0,0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,2711,1,2,2,3,1,2,2,4,5,4,1,3,2,0,,neutral or dissatisfied
Male,Loyal Customer,14,Personal Travel,Eco,1624,3,5,2,4,3,5,3,2,1,3,2,4,5,15,0,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Eco Plus,551,3,1,3,1,4,2,2,2,3,2,4,4,1,60,48,neutral or dissatisfied
Female,Loyal Customer,52,Personal Travel,Eco,397,3,1,5,2,2,2,1,3,,5,2,4,2,0,0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco,2218,2,1,3,3,4,4,4,3,3,2,2,2,1,6,0,neutral or dissatisfied
Male,Loyal Customer,47,Personal Travel,Eco,1947,1,1,5,4,1,4,3,4,3,3,3,5,3,0,0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Eco,386,1,1,1,1,2,5,2,3,3,3,4,2,3,0,0,neutral or dissatisfied
Female,Loyal Customer,54,Personal Travel,Unknown,566,1,3,5,3,2,2,2,3,4,4,4,5,2,0,21,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,333,3,3,5,2,5,3,3,3,5,4,3,5,3,10,0,neutral or dissatisfied
Female,Loyal Customer,53,Business travel,Business,1560,1,2,3,2,5,2,4,4,,4,5,4,3,0,0,satisfied
Male,Loyal Customer,21,Business travel,Business,2402,3,4,4,5,4,3,5,4,4,4,4,4,5,0,0,satisfied
Male,Loyal Customer,51,Business travel,Business,2105,2,3,3,3,3,2,4,3,2,3,5,3,4,0,6,satisfied
Female,Loyal Customer,24,Business travel,Unknown,1947,1,5,4,5,5,5,2,5,5,4,5,5,4,0,0,satisfied
